BirdID,BirthYear,SexEstimate,RightTarsus,BodyMass,WingLength,HeadBill,Observer,CatchTime,Ageclass,Island,Lifespan,ReproductiveOutput,Status,Moult,BirthDate,BirthFieldPeriodID,LastSeenYea,CatchID,FieldPeriodID,OccasionDate,OccasionID,dtemp,dtmin,dtmax,drainfall,OccasionYear,ageatsamp,fys,SurvStatus,founderyear,fYear,Sex
632,1993,1,25.3,15.1,71,35.7,DR,09:00:00,A,CN,7,6,BrM,NA,1993-07-16,16,2000,23,39,2000-08-03,1020,26.515510752688172,22.2,31.9,NA,2000,7.1,1,1,1990,3,Male
858,1994,0,24.8,16.4,69,37.4,DR,15:00:00,A,CN,7,3,BrF,NA,1994-07-01,17,2001,25,39,2000-08-03,1020,26.775089605734767,21.8,31.7,102.8,2000,6.1,1,1,1990,4,Female
1063,1996,1,24.9,15.7,69,36.9,DR,15:15:00,A,CN,4,2,BrM,NA,1996-07-21,21,2000,27,39,2000-08-03,1020,26.37159090909091,21.8,31.9,105,2000,4,1,1,1990,6,Male
1580,2000,0,24,14.1,65,36.5,DR,09:20:00,FL,CN,15,15,FL,NA,2000-06-05,39,2015,29,39,2000-08-04,1021,26.172015820046965,22.6,30.5,NA,2000,0.2,1,1,1990,10,Female
1581,2000,1,25.7,15.6,69,36.8,DR,10:25:00,OFL,CN,9,8,OFL,NA,2000-04-06,39,2009,31,39,2000-08-04,1021,26.731800766283527,22.9,31.8,NA,2000,0.3,1,1,1990,10,Male
1582,2000,1,26,16.5,69,37.1,DR,10:40:00,OFL,CN,0,NA,OFL,NA,2000-04-06,39,2000,33,39,2000-08-04,1021,26.731800766283527,22.9,31.8,NA,2000,0.3,0,1,1990,10,Male
1583,2000,1,26,15.6,70,36.7,DR,16:45:00,OFL,CN,2,NA,OFL,NA,2000-04-06,39,2002,35,39,2000-08-04,1021,26.731800766283527,22.9,31.8,NA,2000,0.3,1,1,1990,10,Male
1527,1999,0,24.5,14.4,66,36.6,DR,09:20:00,SA,CN,2,NA,ABX,NA,1999-09-07,28,2001,37,39,2000-08-04,1021,26.898795648795648,22.1,32.1,171.43333333333334,2000,0.9,1,1,1990,9,Female
1196,1996,1,26.2,17.9,70,37.4,DR,16:30:00,A,CN,13,13,BrM,NA,1996-07-23,21,2009,39,39,2000-08-04,1021,26.37159090909091,21.8,31.9,105,2000,4,1,1,1990,6,Male
1512,1999,1,26.1,16.5,69,37,DR,16:50:00,SA,CN,9,6,ABX,NA,1999-08-03,28,2008,41,39,2000-08-04,1021,26.70384615384615,22.1,32.1,148,2000,1,1,1,1990,9,Male
1584,1999,0,23.1,13.6,66,35.9,DR,11:20:00,SA,CN,1,NA,U,NA,1999-12-09,28,2000,43,39,2000-08-05,1022,NA,NA,NA,NA,2000,0.7,1,1,1990,9,Female
1585,2000,1,25.3,15.4,71,37.4,DR,12:00:00,FL,CN,2,NA,FL,NA,2000-06-06,39,2002,45,39,2000-08-05,1022,26.172015820046965,22.6,30.5,NA,2000,0.2,1,1,1990,10,Male
1586,2000,0,24.4,14.7,68,35,DR,15:00:00,OFL,CN,1,NA,OFL,NA,2000-04-07,39,2001,47,39,2000-08-05,1022,26.731800766283527,22.9,31.8,NA,2000,0.3,1,1,1990,10,Female
497,1993,1,26.4,16.2,70,36.9,DR,11:35:00,A,CN,14,17,BrM,NA,1993-07-08,16,2007,49,39,2000-08-05,1022,26.348458781362005,22.2,31.7,NA,2000,7.1,1,1,1990,3,Male
495,1993,1,24.9,16.4,73,36.9,DR,11:50:00,A,CN,8,7,BrM,NA,1993-07-08,16,2001,51,39,2000-08-05,1022,26.348458781362005,22.2,31.7,NA,2000,7.1,1,1,1990,3,Male
1515,1999,1,25.6,16.1,69,36.5,DR,17:25:00,SA,CN,2,NA,ABX,NA,1999-06-20,28,2001,53,39,2000-08-05,1022,26.556324110671937,22.1,31,17.5,2000,1.1,1,1,1990,9,Male
1166,1996,1,25.4,15.8,68,36.1,DR,16:50:00,A,CN,8,3,BrM,NA,1996-11-08,21,2004,55,39,2000-08-05,1022,27.516129032258064,22,32,124.8,2000,3.7,1,1,1990,6,Male
1587,1999,1,25.6,16.4,68,36.8,DR,14:25:00,A,CN,9,8,BrM,NA,1999-08-08,28,2008,57,39,2000-08-07,4583,26.70384615384615,22.1,32.1,148,2000,1,1,1,1990,9,Male
1588,2000,0,23.5,13.8,65,36,DR,15:10:00,OFL,CN,4,4,OFL,NA,2000-04-09,39,2004,59,39,2000-08-07,4583,26.569011865035225,22.7,31.8,NA,2000,0.3,1,1,1990,10,Female
1589,2000,0,23.9,14.1,64,36.2,DR,15:30:00,OFL,CN,8,6,OFL,NA,2000-04-09,39,2008,61,39,2000-08-07,4583,26.569011865035225,22.7,31.8,NA,2000,0.3,1,1,1990,10,Female
847,1994,1,25,15,68,36.7,DR,15:20:00,A,CN,6,7,BrM,NA,1994-06-19,17,2000,63,39,2000-08-07,4583,26.66148961809418,21.8,31.7,102.8,2000,6.1,1,1,1990,4,Male
1382,1997,0,NA,NA,NA,NA,DR,16:00:00,A,CN,4,5,BrF,NA,1997-08-07,22,2001,65,39,2000-08-07,4583,27.418028673835124,23.2,31.8,506.9500000000001,2000,3,1,1,1990,7,Female
1429,1999,0,NA,NA,NA,NA,DR,16:00:00,A,CN,7,5,BrF,NA,1999-01-12,26,2006,66,39,2000-08-07,4583,27.824996533967123,22.8,33,NA,2000,1.6,1,1,1990,9,Female
1590,2000,1,26,15.5,67,37.7,DR,11:45:00,FL,CN,5,6,FL,NA,2000-06-11,39,2005,67,39,2000-08-10,1024,26.44567853170189,22.4,31.4,6.2,2000,0.2,1,1,1990,10,Male
1591,2000,1,25.7,15.5,70,37.1,DR,08:45:00,FL,CN,5,NA,FL,NA,2000-06-12,39,2005,69,39,2000-08-11,1025,26.44567853170189,22.4,31.4,6.2,2000,0.2,1,1,1990,10,Male
1592,2000,0,24.3,15,70,36.5,DR,09:15:00,FL,CN,1,NA,FL,NA,2000-06-12,39,2001,71,39,2000-08-11,1025,26.44567853170189,22.4,31.4,6.2,2000,0.2,1,1,1990,10,Female
1593,2000,1,25.4,15.6,71,37,DR,09:15:00,FL,CN,8,4,FLOAT,NA,2000-06-12,39,2008,73,39,2000-08-11,1025,26.44567853170189,22.4,31.4,6.2,2000,0.2,1,1,1990,10,Male
1594,2000,1,24.5,14.5,67,35.9,DR,11:15:00,FL,CN,1,NA,FL,NA,2000-06-12,39,2001,75,39,2000-08-11,1025,26.44567853170189,22.4,31.4,6.2,2000,0.2,1,1,1990,10,Male
1595,2000,1,24.5,15.4,68,35.9,DR,17:20:00,OFL,CN,7,2,OFL,NA,2000-04-13,39,2007,77,39,2000-08-11,1025,26.569011865035225,22.7,31.8,NA,2000,0.3,1,1,1990,10,Male
1165,1996,1,NA,NA,NA,NA,DR,11:15:00,A,CN,9,11,BrM,NA,1996-07-07,21,2005,79,39,2000-08-11,1025,26.2010101010101,21.8,31.3,2.8,2000,4.1,1,1,1990,6,Male
1395,1997,1,NA,NA,NA,NA,DR,17:20:00,A,CN,8,7,BrM,NA,1997-08-29,22,2005,80,39,2000-08-11,1025,27.54013440860215,23.2,33.4,467.7,2000,3,1,1,1990,7,Male
1416,1998,1,NA,NA,NA,NA,DR,15:30:00,A,CN,2,1,BrM,NA,1998-06-28,25,2000,81,39,2000-08-11,1025,26.840929487179487,22.4,31.6,9.4,2000,2.1,1,1,1990,8,Male
1596,2000,1,24.6,15.1,70,36.4,DR,15:15:00,FL,CN,0,NA,FL,NA,2000-06-13,39,2000,82,39,2000-08-12,1026,26.44567853170189,22.4,31.4,6.2,2000,0.2,0,1,1990,10,Male
1597,2000,0,24.5,14.2,66,36.6,DR,16:45:00,OFL,CN,4,4,OFL,NA,2000-04-14,39,2004,84,39,2000-08-12,1026,26.569011865035225,22.7,31.8,NA,2000,0.3,1,1,1990,10,Female
1598,2000,0,24,14.6,69,36.3,DR,17:20:00,OFL,CN,7,4,OFL,NA,2000-04-14,39,2007,86,39,2000-08-12,1026,26.569011865035225,22.7,31.8,NA,2000,0.3,1,1,1990,10,Female
1198,1996,1,NA,NA,NA,NA,DR,16:55:00,A,CN,4,6,BrM,NA,1996-07-15,21,2000,88,39,2000-08-12,1026,26.37159090909091,21.8,31.9,105,2000,4.1,1,1,1990,6,Male
1572,2000,1,24.9,14.4,68,36.5,DR,16:15:00,FL,CN,4,2,FL,NA,2000-05-30,39,2004,98,39,2000-07-29,1016,26.18234519836856,22.6,30.5,NA,2000,0.2,1,1,1990,10,Male
1573,2000,0,23.5,14.2,66,36.2,DR,16:20:00,OFL,CN,2,NA,OFL,NA,2000-03-31,39,2002,99,39,2000-07-29,1016,27.155747126436783,22.9,33.5,NA,2000,0.3,1,1,1990,10,Female
1574,2000,1,25.2,15.4,69,36.8,DR,17:40:00,FL,CN,0,NA,FL,NA,2000-05-30,39,2000,100,39,2000-07-29,1016,26.18234519836856,22.6,30.5,NA,2000,0.2,0,1,1990,10,Male
1032,1996,1,25.6,NA,70,36.5,DR,16:00:00,A,CN,5,5,BrM,NA,1996-06-22,21,2001,101,39,2000-07-29,1016,26.008449883449885,21.7,31.3,2.8,2000,4.1,1,1,1990,6,Male
1390,1998,0,23.9,13.6,68,36,DR,09:40:00,A,CN,5,1,SEEN1,NA,1998-08-10,25,2003,102,39,2000-07-30,1017,27.044917582417582,22,32.3,104.76666666666668,2000,2,1,1,1990,8,Female
1385,1998,0,25,16.6,67,36.2,DR,08:45:00,A,CN,2,NA,BrF,NA,1998-07-29,25,2000,104,39,2000-07-30,1017,26.990453296703297,22.4,32.3,85.65,2000,2,1,1,1990,8,Female
1862,1990,1,NA,17,71,NA,PE,NA,A,CN,11,4,BrM,NA,1990-07-02,12,2001,158,21,1996-06-29,559,26.78548387096774,22.8,32.4,NA,1996,6,1,1,1990,0,Male
1862,1990,1,NA,17.3,70,NA,JK,NA,A,CN,11,4,BrM,NA,1990-07-02,12,2001,159,16,1993-08-08,320,26.78548387096774,22.8,32.4,NA,1993,3.1,1,1,1990,0,Male
1862,1990,1,NA,16.8,NA,NA,LG,NA,A,CN,11,4,BrM,NA,1990-07-02,12,2001,160,17,1994-07-09,334,26.78548387096774,22.8,32.4,NA,1994,4,1,1,1990,0,Male
1861,1994,1,26.7,15.2,73,NA,KO,14:40:00,A,CN,3,2,BrM,NA,1994-06-05,17,1997,161,22,1997-08-14,746,26.504566802620193,21.8,30.8,NA,1997,3.2,1,1,1990,4,Male
1861,1994,1,NA,15.6,71,NA,PE,NA,A,CN,3,2,BrM,lrt,1994-06-05,17,1997,162,19,1995-06-05,5155,26.504566802620193,21.8,30.8,NA,1995,1,1,1,1990,4,Male
1570,1999,1,25.2,14,72,36.1,DR,11:00:00,FL,CN,5,NA,FL,NA,1999-10-07,28,2004,177,29,1999-12-06,1010,26.967424242424244,23.1,32.1,248.4,1999,0.2,1,1,1990,9,Male
1569,1998,1,26.1,15.5,71,37.1,DR,09:10:00,A,CN,4,NA,U,NA,1998-12-06,26,2002,178,29,1999-12-06,1010,NA,NA,NA,NA,1999,1,1,1,1990,8,Male
1568,1999,0,23.8,13.8,67,35.6,DR,15:00:00,FL,CN,0,NA,FL,NA,1999-10-06,28,1999,179,29,1999-12-05,1009,26.967424242424244,23.1,32.1,248.4,1999,0.2,0,1,1990,9,Female
1567,1999,0,NA,NA,67,35.9,IRH,15:30:00,SA,CN,0,NA,U,NA,1999-04-08,28,1999,180,29,1999-12-04,1008,26.672854145317913,NA,31.4,NA,1999,0.7,0,1,1990,9,Female
1566,1999,1,25.5,15.4,70,35.2,IRH,09:20:00,FL,CN,9,6,FL,NA,1999-10-05,28,2008,181,29,1999-12-04,1008,26.967424242424244,23.1,32.1,248.4,1999,0.2,1,1,1990,9,Male
1565,1999,1,24.8,14.9,68,36.3,IRH,16:10:00,OFL,CN,0,NA,OFL,NA,1999-07-30,28,1999,182,29,1999-12-03,1007,26.65,22.1,32.1,148,1999,0.3,0,1,1990,9,Male
1564,1999,1,24.2,13.6,70,35.2,DR,15:00:00,FL,CN,2,NA,FL,NA,1999-10-04,28,2001,183,29,1999-12-03,1006,26.967424242424244,23.1,32.1,248.4,1999,0.2,1,1,1990,9,Male
1563,1999,0,23.5,14.1,64,36.1,IRH,08:50:00,SA,CN,10,2,U,NA,1999-04-07,28,2009,184,29,1999-12-03,1007,26.672854145317913,NA,31.4,NA,1999,0.7,1,1,1990,9,Female
1562,1999,0,24.3,14.2,67,35.1,IRH,08:30:00,FL,CN,0,NA,FL,NA,1999-09-20,28,1999,185,29,1999-12-03,1007,26.898795648795648,22.1,32.1,171.43333333333334,1999,0.2,0,1,1990,9,Female
1561,1999,0,23.5,13.1,69,36.6,DR,17:30:00,FL,CN,6,2,FL,NA,1999-10-03,28,2005,186,29,1999-12-02,1004,26.967424242424244,23.1,32.1,248.4,1999,0.2,1,1,1990,9,Female
1560,1999,0,24,14.1,65,35.7,IRH,17:20:00,FL,CN,3,NA,FL,NA,1999-10-03,28,2002,187,29,1999-12-02,1005,26.967424242424244,23.1,32.1,248.4,1999,0.2,1,1,1990,9,Female
1559,1999,0,23.3,12.9,65,35,IRH,15:10:00,FL,CN,10,8,FL,NA,1999-10-03,28,2009,188,29,1999-12-02,1005,26.967424242424244,23.1,32.1,248.4,1999,0.2,1,1,1990,9,Female
1558,1999,0,24,13.8,68,35.3,IRH,10:00:00,FL,CN,10,5,FL,NA,1999-10-03,28,2009,189,29,1999-12-02,1005,26.967424242424244,23.1,32.1,248.4,1999,0.2,1,1,1990,9,Female
1557,1999,1,25.3,13.6,67,35.9,DR,10:00:00,FL,CN,4,3,FL,NA,1999-10-03,28,2003,190,29,1999-12-02,1004,26.967424242424244,23.1,32.1,248.4,1999,0.2,1,1,1990,9,Male
1556,1999,1,26.1,13.5,68,35.6,DR,09:00:00,FL,CN,0,NA,FL,NA,1999-10-03,28,1999,191,29,1999-12-02,1004,26.967424242424244,23.1,32.1,248.4,1999,0.2,0,1,1990,9,Male
1555,1999,0,24,12.7,67,35.6,DR,07:50:00,OFL,CN,2,NA,OFL,NA,1999-08-04,28,2001,192,29,1999-12-02,1004,26.70384615384615,22.1,32.1,148,1999,0.3,1,1,1990,9,Female
1554,1999,1,26.6,15.2,70,36.6,DR,17:00:00,OFL,CN,0,NA,OFL,NA,1999-08-03,28,1999,193,29,1999-12-01,1002,26.70384615384615,22.1,32.1,148,1999,0.3,0,1,1990,9,Male
1553,1999,1,26.1,14.8,68,36.8,IRH,16:10:00,FL,CN,11,10,FL,NA,1999-10-02,28,2010,194,29,1999-12-01,1003,26.967424242424244,23.1,32.1,248.4,1999,0.2,1,1,1990,9,Male
1552,1999,0,24.2,13.7,67,36.4,DR,09:20:00,FL,CN,3,3,FL,NA,1999-10-02,28,2002,195,29,1999-12-01,1002,26.967424242424244,23.1,32.1,248.4,1999,0.2,1,1,1990,9,Female
1551,1999,1,25.5,15.4,71,36.2,DR,11:20:00,OFL,CN,4,2,OFL,NA,1999-07-25,28,2003,196,29,1999-11-22,988,26.65,22.1,32.1,148,1999,0.3,1,1,1990,9,Male
1550,1999,0,24.4,14.8,66,34.5,DR,08:00:00,FL,CN,6,5,FL,NA,1999-09-23,28,2005,197,29,1999-11-22,988,26.898795648795648,22.1,32.1,171.43333333333334,1999,0.2,1,1,1990,9,Female
1549,1999,1,26.3,NA,65,NA,DR,11:00:00,FL,CN,3,NA,FL,NA,1999-09-22,28,2002,198,29,1999-11-21,986,26.898795648795648,22.1,32.1,171.43333333333334,1999,0.2,1,1,1990,9,Male
1548,1999,0,25.9,NA,66,36.7,DR,08:30:00,FL,CN,1,NA,FL,NA,1999-09-22,28,2000,199,29,1999-11-21,986,26.898795648795648,22.1,32.1,171.43333333333334,1999,0.2,1,1,1990,9,Female
1547,1999,0,24.1,14.2,65,35.8,IRH,08:30:00,J,CN,0,NA,U,NA,1999-08-23,28,1999,200,29,1999-11-21,987,26.85705128205128,22.1,32.1,171.43333333333334,1999,0.2,0,1,1990,9,Female
1545,1999,1,25.1,14.6,69,36.6,DR,16:00:00,OFL,CN,1,NA,OFL,NA,1999-07-23,28,2000,202,29,1999-11-20,984,26.65,22.1,32.1,148,1999,0.3,1,1,1990,9,Male
1544,1999,0,23.7,13.8,NA,35.8,IRH,13:50:00,OFL,CN,0,NA,OFL,NA,1999-07-23,28,1999,203,29,1999-11-20,985,26.65,22.1,32.1,148,1999,0.3,0,1,1990,9,Female
1543,1999,1,25.3,14.9,69,36.8,DR,07:50:00,SA,CN,10,9,U,NA,1999-04-06,28,2009,204,29,1999-12-02,1004,26.672854145317913,NA,31.4,NA,1999,0.7,1,1,1990,9,Male
1542,1999,1,25.8,16.1,69,36.3,DR,17:00:00,FL,CN,13,9,FL,NA,1999-09-23,28,2012,205,29,1999-11-22,988,26.898795648795648,22.1,32.1,171.43333333333334,1999,0.2,1,1,1990,9,Male
1541,1999,0,24.5,12.1,65,34.5,DR,16:40:00,FL,CN,6,1,FL,NA,1999-09-23,28,2005,206,29,1999-11-22,988,26.898795648795648,22.1,32.1,171.43333333333334,1999,0.2,1,1,1990,9,Female
1540,1999,1,26.2,14.3,71,NA,DR,16:40:00,FL,CN,4,2,FL,NA,1999-09-23,28,2003,207,29,1999-11-22,988,26.898795648795648,22.1,32.1,171.43333333333334,1999,0.2,1,1,1990,9,Male
1539,1999,1,26,15.4,68,37.1,IRH,17:00:00,FL,CN,9,3,FL,NA,1999-09-22,28,2008,208,29,1999-11-21,987,26.898795648795648,22.1,32.1,171.43333333333334,1999,0.2,1,1,1990,9,Male
1538,1999,0,25.3,14.9,66,36,IRH,17:00:00,OFL,CN,9,4,OFL,NA,1999-07-24,28,2008,209,29,1999-11-21,987,26.65,22.1,32.1,148,1999,0.3,1,1,1990,9,Female
1535,1999,1,27,15.8,68,NA,KB,17:40:00,J,CN,1,NA,FL,NA,1999-07-30,28,2000,212,28,1999-09-05,972,26.65,22.1,32.1,148,1999,0.1,1,1,1990,9,Male
1534,1998,1,26.8,17.5,71,36.7,KB,17:05:00,A,CN,2,1,BrM,NA,1998-09-05,25,2000,213,28,1999-09-05,972,27.13809523809524,22,32.3,104.76666666666668,1999,1,1,1,1990,8,Male
1523,1999,1,26.8,17.4,70,37.2,MF,10:15:00,OFL,CN,14,8,OFL,NA,1999-06-17,28,2013,232,28,1999-09-11,977,26.556324110671937,22.1,31,17.5,1999,0.2,1,1,1990,9,Male
1518,1999,0,23.4,14.9,NA,NA,KB,11:15:00,J,CN,0,NA,OFL,NA,1999-06-17,28,1999,240,28,1999-09-01,969,26.556324110671937,22.1,31,17.5,1999,0.2,0,1,1990,9,Female
1517,1998,0,23.9,14.8,67,34.9,KB,12:40:00,A,CN,3,2,BrF,NA,1998-08-29,25,2001,241,28,1999-08-29,966,27.044917582417582,22,32.3,104.76666666666668,1999,1,1,1,1990,8,Female
1515,1999,1,26.2,15.8,69.5,36.1,KB,17:00:00,J,CN,2,NA,OFL,NA,1999-06-20,28,2001,243,28,1999-08-22,961,26.556324110671937,22.1,31,17.5,1999,0.2,1,1,1990,9,Male
1514,1999,1,25.9,16.3,70,36.2,KB,10:55:00,FL,CN,1,NA,FL,NA,1999-07-04,28,2000,244,28,1999-08-22,961,26.66060606060606,22.1,31,17.5,1999,0.1,1,1,1990,9,Male
1511,1999,0,23.7,14.6,65,35.7,KB,13:10:00,J,CN,3,2,H,NA,1999-04-17,28,2002,247,28,1999-08-19,958,26.62675599360382,NA,31.4,NA,1999,0.3,1,1,1990,9,Female
1510,1999,0,24.3,14,66,35.3,KB,11:40:00,FL,CN,10,6,FL,NA,1999-06-20,28,2009,248,28,1999-08-19,958,26.556324110671937,22.1,31,17.5,1999,0.2,1,1,1990,9,Female
1509,1999,1,26.4,15.9,68.5,37.1,KB,16:50:00,J,CN,11,6,OFL,NA,1999-03-27,28,2010,249,28,1999-08-18,955,27.053504245352073,NA,32.5,NA,1999,0.4,1,1,1990,9,Male
1508,1999,0,NA,14,66,35.3,KB,12:35:00,J,CN,6,2,OFL,NA,1999-03-27,28,2005,250,28,1999-08-18,955,27.053504245352073,NA,32.5,NA,1999,0.4,1,1,1990,9,Female
1507,1999,0,24.4,14.4,66,35.4,KB,11:35:00,J,CN,0,NA,OFL,NA,1999-06-17,28,1999,251,28,1999-08-18,955,26.556324110671937,22.1,31,17.5,1999,0.2,0,1,1990,9,Female
1504,1999,1,28,15.6,67,38,TV,15:30:00,FL,CN,11,13,FL,NA,1999-06-16,28,2010,256,28,1999-07-30,942,26.556324110671937,22.1,31,17.5,1999,0.1,1,1,1990,9,Male
1503,1999,0,25.2,15.8,67,35.6,MF,17:15:00,SA,CN,9,6,ABX,NA,1999-01-05,26,2008,257,28,1999-09-02,970,27.990118835412954,22.8,33,NA,1999,0.7,1,1,1990,9,Female
1503,1999,0,24.5,13.9,67,35.6,DR,09:30:00,A,CN,9,6,NA,NA,1999-01-05,26,2008,258,29,1999-12-07,1011,27.990118835412954,22.8,33,NA,1999,0.9,1,1,1990,9,Female
1501,1999,0,25,14.7,NA,36.6,MF,11:00:00,SA,CN,10,8,H,NA,1999-01-02,26,2009,261,28,1999-08-30,967,27.990118835412954,22.8,33,NA,1999,0.7,1,1,1990,9,Female
1500,1999,1,27.6,16.3,67,36.7,MF,09:30:00,J,CN,7,3,ABX,NA,1999-05-17,28,2006,262,28,1999-08-15,954,26.477303131650956,NA,31,NA,1999,0.2,1,1,1990,9,Male
1500,1999,1,25.1,14.5,65,36.9,DR,07:30:00,SA,CN,7,3,NA,NA,1999-05-17,28,2006,263,29,1999-12-02,1004,26.477303131650956,NA,31,NA,1999,0.5,1,1,1990,9,Male
1500,1999,1,NA,16.5,NA,NA,MF,12:00:00,J,CN,7,3,ABX,tail,1999-05-17,28,2006,264,28,1999-09-17,980,26.477303131650956,NA,31,NA,1999,0.3,1,1,1990,9,Male
1497,1999,1,25.5,15.6,67,36.3,KB,12:25:00,J,CN,0,NA,H,NA,1999-06-23,28,1999,269,28,1999-08-14,952,26.556324110671937,22.1,31,17.5,1999,0.1,0,1,1990,9,Male
1492,1999,1,26.7,16.5,68,37.2,KB,17:00:00,J,CN,5,1,OFL,NA,1999-04-03,28,2004,278,28,1999-08-07,948,26.672854145317913,NA,31.4,NA,1999,0.3,1,1,1990,9,Male
1490,1999,0,25.2,15.8,66.5,36.4,KB,17:20:00,SA,CN,7,5,ABX,NA,1999-06-19,28,2006,281,28,1999-08-05,946,26.556324110671937,22.1,31,17.5,1999,0.1,1,1,1990,9,Female
1485,1998,1,26.6,17.3,70.5,36.6,KB,17:00:00,A,CN,8,7,BrM,NA,1998-07-26,25,2006,289,28,1999-07-26,941,26.990453296703297,22.4,32.3,85.65,1999,1,1,1,1990,8,Male
1457,1999,0,24.5,14,68,35.9,DR,11:30:00,FL,AR,4,NA,NA,NA,1999-09-27,61,2003,317,62,1999-11-26,993,26.898795648795648,22.1,32.1,171.43333333333334,1999,0.2,1,1,1990,9,Female
1439,1999,0,24.1,14.2,67.5,35.5,KB,09:15:00,FL,CN,0,NA,OFL,NA,1999-05-14,28,1999,336,28,1999-07-13,937,26.477303131650956,NA,31,NA,1999,0.2,0,1,1990,9,Female
1437,1998,0,24.3,15.9,69,36,KB,09:30:00,SA,CN,10,10,BrF,NA,1998-11-08,25,2008,338,28,1999-07-06,935,26.832142857142856,22,31.9,143,1999,0.7,1,1,1990,8,Female
1436,1999,0,23.8,13.6,65,35.8,DR,08:30:00,J,CN,3,1,NA,NA,1999-07-02,28,2002,341,29,1999-11-21,986,26.66060606060606,22.1,31,17.5,1999,0.4,1,1,1990,9,Female
1435,1999,1,25.9,16.3,67,35.9,KB,12:40:00,FL,CN,5,3,FL,NA,1999-06-18,28,2004,343,28,1999-08-28,965,26.556324110671937,22.1,31,17.5,1999,0.2,1,1,1990,9,Male
1434,1999,0,23.2,13.6,66,36.7,DR,14:55:00,FL,CN,0,NA,FL,NA,1999-04-15,28,1999,344,27,1999-05-01,907,26.62675599360382,NA,31.4,NA,1999,0,0,1,1990,9,Female
1432,1998,0,24.3,15.3,68,36.3,KB,12:30:00,SA,CN,1,2,ABX,prim,1998-06-02,25,1999,346,26,1999-01-28,895,26.60100122100122,22.4,30.9,NA,1999,0.7,1,1,1990,8,Female
1430,1998,1,26.5,15.1,71.5,37.1,KB,11:35:00,A,CN,4,1,SEEN1,NA,1998-01-24,23,2002,348,26,1999-01-24,893,28.815003774034643,24,33.8,NA,1999,1,1,1,1990,8,Male
1427,1999,1,25.4,14.5,65,36.4,DR,10:00:00,FL,CN,16,1,FL,NA,1999-04-01,28,2015,351,27,1999-04-30,906,26.672854145317913,NA,31.4,NA,1999,0.1,1,1,1990,9,Male
1426,1999,1,25.9,NA,69.5,36.8,DR,10:30:00,FL,CN,0,NA,FL,NA,1999-03-26,28,1999,352,27,1999-04-29,905,27.053504245352073,NA,32.5,NA,1999,0.1,0,1,1990,9,Male
